beer_id,beer_name,name,origin,alpha,beta,display_amount,amount,use,form,time,notes
belgian-blond-abbey-ale,[u'Belgian Blond Abbey Ale'],[u'Saaz (US)'],[u'United States'],[u'3.0'],[],[u'2.0 oz'],[u'0.056699'],[u'Boil'],[u'Pellet'],[u'30'],[]
ginger-beer-42,[u'Ginger Beer'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'0.1'],[],[u'0.01 oz'],[u'0.000283495'],[u'Boil'],[u'Pellet'],[u'1'],[]
pineapple-saison,[u'Pineapple Saison'],[u'Magnum (US)'],[u'United States'],[u'13.0'],[],[u'0.65 oz'],[u'0.018427174999999997'],[u'Boil'],[u'Pellet'],[u'60'],[]
pineapple-saison,[u'Pineapple Saison'],[u'Mosaic'],[],[u'11.6'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'5'],[]
pineapple-saison,[u'Pineapple Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'11.45'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'0'],[]
belgian-dubbel-13,[u'Belgian Dubbel'],[u'Tettnanger (US)'],[u'United States'],[u'4.5'],[],[u'1.25000134838906 oz'],[u'0.03543691322615565'],[u'Boil'],[u'Pellet'],[u'60'],[]
belgian-dubbel-13,[u'Belgian Dubbel'],[u'Hallertauer Aroma (NZ)'],[u'New Zealand'],[u'4.0'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'15'],[]
belgian-dubbel-13,[u'Belgian Dubbel'],[u'Styrian Golding (SI)'],[u'Slovenia'],[u'5.4'],[],[u'0.250000269677813 oz'],[u'0.00708738264523116'],[u'Boil'],[u'Pellet'],[u'15'],[]
rodenbach-grand-cru-clone-2,[u'Rodenbach Grand Cru Clone'],[u'Saaz (CZ)'],[u'Czech Republic'],[u'3.3'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'60'],[]
flying-dog-doggie-style-classic-pale-ale-clone,[u'Flying Dog Doggie Style Classic Pale Ale Clone'],[u'Northern Brewer (US)'],[u'United States'],[u'9.0'],[],[u'1.09998322943572 oz'],[u'0.03118397456288794'],[u'Boil'],[u'Pellet'],[u'60'],[]
flying-dog-doggie-style-classic-pale-ale-clone,[u'Flying Dog Doggie Style Classic Pale Ale Clone'],[u'Cascade (US)'],[u'United States'],[u'5.75'],[],[u'0.500008410635302 oz'],[u'0.014174988437305493'],[u'Boil'],[u'Pellet'],[u'0'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
flying-dog-doggie-style-classic-pale-ale-clone,[u'Flying Dog Doggie Style Classic Pale Ale Clone'],[u'Cascade (NZ)'],[u'New Zealand'],[u'7.0'],[],[u'1.0000168212706 oz'],[u'0.028349976874610876'],[u'Dry Hop'],[u'Pellet'],[u'10080'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
flying-dog-doggie-style-classic-pale-ale-clone,[u'Flying Dog Doggie Style Classic Pale Ale Clone'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'1.0000168212706 oz'],[u'0.028349976874610876'],[u'Dry Hop'],[u'Pellet'],[u'10080'],[]
flying-dog-doggie-style-classic-pale-ale-clone,[u'Flying Dog Doggie Style Classic Pale Ale Clone'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'1.0000168212706 oz'],[u'0.028349976874610876'],[u'Dry Hop'],[u'Pellet'],[u'10080'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
pumpkin-ale-9516c3,[u'Pumpkin Ale'],[u'Kent Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'1.1 oz'],[u'0.031184450000000002'],[u'Boil'],[u'Pellet'],[u'60'],[]
pumpkin-ale-9516c3,[u'Pumpkin Ale'],[u'Hallertau (US)'],[u'United States'],[u'4.5'],[],[u'1.1 oz'],[u'0.031184450000000002'],[u'Boil'],[u'Pellet'],[u'30'],[]
fresh-hop-ipa-16,[u'Fresh Hop IPA'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
fresh-hop-ipa-16,[u'Fresh Hop IPA'],[u'Galena (US)'],[u'United States'],[u'13.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'20'],"[u""A cultivar developed in 1968 from Brewer's Gold by open pollination in Idaho. An open pollination means that the male hop is unknown. The alpha acid content is relatively high\u201411.5 to 13.5%\u2014but its co-humulone content and its beta acid range are also high.""]"
fresh-hop-ipa-16,[u'Fresh Hop IPA'],[u'Cascade (US)'],[u'United States'],[u'5.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'20'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
fresh-hop-ipa-16,[u'Fresh Hop IPA'],[u'Citra (US)'],[u'United States'],[u'12.0'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'1'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
2013-january-yotsnake-esb,[u'2013 January YOTSnake (ESB)'],[u'Fuggle (US)'],[u'United States'],[u'4.75'],[],[u'1.5 oz'],[u'0.04252424999999999'],[u'Boil'],[u'Leaf'],[u'60'],[]
2013-january-yotsnake-esb,[u'2013 January YOTSnake (ESB)'],[u'Fuggle (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Leaf'],[u'30'],[]
2013-january-yotsnake-esb,[u'2013 January YOTSnake (ESB)'],[u'Fuggle (US)'],[u'United States'],[u'4.75'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Leaf'],[u'15'],[]
2013-january-yotsnake-esb,[u'2013 January YOTSnake (ESB)'],[u'Fuggle (US)'],[u'United States'],[u'4.75'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Leaf'],[u'5'],[]
true-german-dunkelweizen,[u'True German Dunkelweizen'],[u'Perle (US)'],[u'United States'],[u'9.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'60'],[]
kolsch-45-2,[u'Kolsch 45'],[u'Tettnanger (US)'],[u'United States'],[u'4.3'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'60'],[]
kolsch-45-2,[u'Kolsch 45'],[u'Vanguard (US)'],[u'United States'],[u'4.6'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'60'],[u'American aroma cross developed from Hallertau in 1982.']
kolsch-45-2,[u'Kolsch 45'],[u'Tettnanger (US)'],[u'United States'],[u'4.3'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'30'],[]
kolsch-45-2,[u'Kolsch 45'],[u'Tettnanger (US)'],[u'United States'],[u'4.3'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'15'],[]
kolsch-45-2,[u'Kolsch 45'],[u'Vanguard (US)'],[u'United States'],[u'4.6'],[],[u'0.75 oz'],[u'0.021262124999999996'],[u'Boil'],[u'Pellet'],[u'15'],[u'American aroma cross developed from Hallertau in 1982.']
hoppy-amber-14,[u'Hoppy Amber'],[u'Waimea (NZ)'],[u'New Zealand'],[u'15.8'],[],[u'14.0 g'],[u'14.0'],[u'Boil'],[u'Pellet'],[u'60'],[]
hoppy-amber-14,[u'Hoppy Amber'],[u'Nelson Sauvin'],[],[u'12.8'],[],[u'15.0 g'],[u'15.0'],[u'Boil'],[u'Pellet'],[u'10'],[]
hoppy-amber-14,[u'Hoppy Amber'],[u'Cascade (NZ)'],[u'New Zealand'],[u'7.3'],[],[u'15.0 g'],[u'15.0'],[u'Boil'],[u'Pellet'],[u'10'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
hoppy-amber-14,[u'Hoppy Amber'],[u'Nelson Sauvin'],[],[u'12.8'],[],[u'15.0 g'],[u'15.0'],[u'Boil'],[u'Pellet'],[u'0'],[]
hoppy-amber-14,[u'Hoppy Amber'],[u'Cascade (NZ)'],[u'New Zealand'],[u'7.3'],[],[u'15.0 g'],[u'15.0'],[u'Boil'],[u'Pellet'],[u'0'],[u'This hops origins stem from an early US breeding program circa 1956 and was the first commercially bred hop to emerge from the USDA-ARS program when released in 1972. It was bred from crossing an English Fuggle with a male selection believed to have been a crossing of Fuggle with the Russian variety Serebrianka.']
heavy-axe-1,[u'Heavy Axe #1'],[u'Fuggle (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'90'],[]
heavy-axe-1,[u'Heavy Axe #1'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'4.75'],[],[u'0.5 oz'],[u'0.01417475'],[u'Boil'],[u'Pellet'],[u'45'],[]
heavy-axe-1,[u'Heavy Axe #1'],[u'Willamette (US)'],[u'United States'],[u'4.75'],[],[u'1.0 oz'],[u'0.0283495'],[u'Boil'],[u'Pellet'],[u'5'],[]
angel-ipa-de8bb1,[u'Angel IPA'],[u'Simcoe (US)'],[u'United States'],[u'13.0'],[],[u'0.2 oz'],[u'0.0056699'],[u'Boil'],[u'Pellet'],[u'60'],[]
angel-ipa-de8bb1,[u'Angel IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'0.2 oz'],[u'0.0056699'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
angel-ipa-de8bb1,[u'Angel IPA'],[u'Citra (US)'],[u'United States'],[u'13.65'],[],[u'0.2 oz'],[u'0.0056699'],[u'Boil'],[u'Pellet'],[u'60'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
angel-ipa-de8bb1,[u'Angel IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'0.2 oz'],[u'0.0056699'],[u'Boil'],[u'Pellet'],[u'30'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
angel-ipa-de8bb1,[u'Angel IPA'],[u'Citra (US)'],[u'United States'],[u'13.65'],[],[u'0.2 oz'],[u'0.0056699'],[u'Boil'],[u'Pellet'],[u'5'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
angel-ipa-de8bb1,[u'Angel IPA'],[u'Citra (US)'],[u'United States'],[u'13.65'],[],[u'0.1 oz'],[u'0.00283495'],[u'Dry Hop'],[u'Pellet'],[u'5760'],"[u'Citra Brand is a registered trademark used with HBC 394 cv special aroma hop variety developed by the Hop Breeding Company (a joint venture between John I. Haas, Inc. and Select Botanicals Group, LLC). It was released in 2007. Citra Brand hops have fairly high alpha acids and total oil contents with a low percentage of cohumulone content. Citra Brand hops imparts interesting citrus and tropical fruit characters to beer.']"
angel-ipa-de8bb1,[u'Angel IPA'],[u'Cascade (US)'],[u'United States'],[u'7.0'],[],[u'0.1 oz'],[u'0.00283495'],[u'Dry Hop'],[u'Pellet'],[u'5760'],"[u'Very successful and well-established American aroma hop developed by Oregon State University\'s breeding program in 1956 from Fuggle and Serebrianker (a Russian variety), but not released for cultivation until 1972. Gives the distinct citrus/grapefruit aroma to the Pale Ale produced by California\'s Sierra Nevada Brewing Company, the best-selling American pale ale in the country. One of the ""Three Cs"" along with Centennial and Columbus. Named for the Cascade Range. Substitutes: Centennial and Columbus (but they have a higher Alpha Acid content).']"
vanilla-bourbon-stout-362a3e,[u'Vanilla bourbon stout'],[u'Centennial (US)'],[u'United States'],[u'9.0'],[],[u'0.1 oz'],[u'0.00283495'],[u'Boil'],[u'Pellet'],[u'60'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
vanilla-bourbon-stout-362a3e,[u'Vanilla bourbon stout'],[u'Centennial (US)'],[u'United States'],[u'9.0'],[],[u'0.1 oz'],[u'0.00283495'],[u'Boil'],[u'Pellet'],[u'45'],"[u'American aroma-type variety bred in 1974 and released in September 1990 by S.T. Kenny and C.E. Zimmermann, the breeders of this variety. Similar to Cascade and Chinook. The genetic composition is 3/4 Brewers Gold, 3/32 Fuggle, 1/6 East kent Golding, 1/32 Bavarian and 1/16 Unknown. One of the ""Three Cs"" along with Cascade and Columbus. Centennial is often referred to as a \'Super Cascade\', since it has a strong citrus aroma.']"
vanilla-bourbon-stout-362a3e,[u'Vanilla bourbon stout'],[u'Nugget (US)'],[u'United States'],[u'13.1'],[],[u'0.25 oz'],[u'0.007087375'],[u'Boil'],[u'Pellet'],[u'10'],"[u'Floral, resiny aroma and flavor. Primarily a bittering hop. Substitutes: Galena, Olympic.']"
oatmeal-stout-248,[u'Oatmeal Stout'],[u'East Kent Golding (UK)'],[u'United Kingdom'],[u'5.0'],[],[u'2.0000021574225 oz'],[u'0.05669906116184917'],[u'Boil'],[u'Pellet'],[u'60'],[]
rye-pale-ale-78,[u'Rye pale ale'],[u'Mount Hood (US)'],[u'United States'],[u'6.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'First Wort'],[u'Pellet'],[u'60'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
rye-pale-ale-78,[u'Rye pale ale'],[u'Columbus (US)'],[u'United States'],[u'15.4'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'60'],"[u'A high yielding, high alpha acid American bittering hop. Also known by the trade name Tomahawk. One of the ""Three Cs"" along with Cascade and Centennial. Like the others it is citrusy and slightly woody. Columbus has a very high amount of total oils, and can impart a \'resiny\' quality to a beer. Substitutes for bittering: Nugget, Chinook. Substitutes for aroma and flavor: Cascade, Centennial.']"
rye-pale-ale-78,[u'Rye pale ale'],[u'Mount Hood (US)'],[u'United States'],[u'6.0'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Pellet'],[u'30'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
rye-pale-ale-78,[u'Rye pale ale'],[u'Mount Hood (US)'],[u'United States'],[u'6.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'20'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
rye-pale-ale-78,[u'Rye pale ale'],[u'Mount Hood (US)'],[u'United States'],[u'6.0'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Pellet'],[u'5'],"[u'Soft American variety developed from Hallertau. Frequently used in styles that require only a subtle hop aroma (German/American lagers). Named for Mount Hood in Oregon. Substitutes: Liberty, Hallertau, Crystal.']"
sorachi-ace-saison-8,[u'Sorachi Ace Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'15.1'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'45'],[]
sorachi-ace-saison-8,[u'Sorachi Ace Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'15.1'],[],[u'0.500000539355625 oz'],[u'0.014174765290462292'],[u'Boil'],[u'Leaf'],[u'5'],[]
sorachi-ace-saison-8,[u'Sorachi Ace Saison'],[u'Sorachi Ace (JP)'],[u'Japan'],[u'15.1'],[],[u'1.00000107871125 oz'],[u'0.028349530580924584'],[u'Boil'],[u'Leaf'],[u'1'],[]
